Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,4,0,6,0,2,1,11,0,39
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,4,0,5,1,3,0,11,0,39
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Computer Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,3,1,6,0,3,0,9,2,39
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Computer Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,30,1,7,0,10,0,6,0,20,1,75
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,4,1,8,0,4,0,12,1,50
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,1,7,1,11,0,5,1,19,1,75
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,1,7,0,11,1,5,1,19,1,75
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,1,7,0,11,1,6,0,20,0,75
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,1,8,0,11,1,5,0,20,0,75
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Information Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Industrial and Production Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,2,8,0,10,0,5,0,20,1,75
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Industrial and Production Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,0,7,1,4,0,14,1,56
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,0,7,1,4,0,14,1,56
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronics System Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,3,6,0,9,0,5,0,16,0,60
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronics System Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,9,1,4,0,16,1,62
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,1,2,0,2,0,1,0,4,0,16
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,20,1,5,0,7,0,4,0,13,1,51
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,13
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,20,1,5,0,7,0,4,1,13,0,51
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,1,13
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,1,9,1,4,0,15,1,60
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,1,1,0,2,0,1,0,4,0,15
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,3,0,4,0,2,0,8,1,33
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,6,0,8,1,5,0,16,1,65
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,4,0,5,0,3,0,8,0,34
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,2,1,5,0,2,0,8,0,33
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,34,1,7,1,12,0,6,0,20,1,82
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,0,3,0,4,0,1,1,8,1,32
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,3,0,4,1,2,0,8,0,32
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Mizoram University, Aizawl","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17
"Mizoram University, Aizawl","Architecture  (5 Years, Bachelor of Architecture)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,2,0,4,0,2,0,7,0,27
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,0,2,0,4,1,1,1,7,0,27
"School of Engineering, Tezpur University, Napaam, Tezpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,0,1,0,2,0,1,0,3,1,15
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,0,2,1,4,0,2,0,7,0,27
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,2,0,4,0,2,0,7,0,27
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering  and Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,9,1,2,0,3,0,1,0,6,0,22
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering  and Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",All India,Gender-Neutral,14,1,4,0,6,0,3,0,9,1,38
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"School of Planning & Architecture, Bhopal","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,37,2,9,0,13,1,7,0,24,1,94
"School of Planning & Architecture, Bhopal","Architecture  (5 Years, Bachelor of Architecture)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"School of Planning & Architecture, New Delhi","Planning (4 Years, Bachelor of Planning)",All India,Gender-Neutral,16,1,4,0,7,0,3,0,11,1,43
"School of Planning & Architecture, New Delhi","Planning (4 Years, Bachelor of Planning)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"School of Planning & Architecture, New Delhi","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,50,3,12,1,19,1,9,1,34,2,132
"School of Planning & Architecture, New Delhi","Architecture  (5 Years, Bachelor of Architecture)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
School of Planning & Architecture: Vijayawada,"Planning (4 Years, Bachelor of Planning)",All India,Gender-Neutral,14,1,4,0,6,0,3,0,9,1,38
School of Planning & Architecture: Vijayawada,"Planning (4 Years, Bachelor of Planning)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
School of Planning & Architecture: Vijayawada,"Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,37,2,8,1,13,1,7,0,24,1,94
School of Planning & Architecture: Vijayawada,"Architecture  (5 Years, Bachelor of Architecture)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,5,0,20
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,28,2,8,0,12,1,6,0,22,1,80
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
